date,différence,nuitées
2018-01-01,-12823.0,15021
2018-01-02,-8764,6257
2018-01-03,-646,5611
2018-01-04,-781,4830
2018-01-05,-559,4271
2018-01-06,-1103,3168
2018-01-07,-383,2785
2018-01-08,-309,2476
2018-01-09,-353,2123
2018-01-10,282,2405
2018-01-11,157,2562
2018-01-12,217,2779
2018-01-13,377,3156
2018-01-14,-1264,1892
2018-01-15,996,2888
2018-01-16,-51,2837
2018-01-17,-149,2688
2018-01-18,-138,2550
2018-01-19,618,3168
2018-01-20,101,3269
2018-01-21,-1206,2063
2018-01-22,101,2164
2018-01-23,99,2263
2018-01-24,-68,2195
2018-01-25,-155,2040
2018-01-26,733,2773
2018-01-27,527,3300
2018-01-28,-1229,2071
2018-01-29,611,2682
2018-01-30,-15,2667
2018-01-31,127,2794
2018-02-01,-357,2437
2018-02-02,1103,3540
2018-02-03,-209,3331
2018-02-04,-1703,1628
2018-02-05,542,2170
2018-02-06,413,2583
2018-02-07,509,3092
2018-02-08,-476,2616
2018-02-09,119,2735
2018-02-10,694,3429
2018-02-11,-1248,2181
2018-02-12,599,2780
2018-02-13,-299,2481
2018-02-14,196,2677
2018-02-15,620,3297
2018-02-16,932,4229
2018-02-17,1206,5435
2018-02-18,-1303,4132
2018-02-19,921,5053
2018-02-20,-155,4898
2018-02-21,-46,4852
2018-02-22,-48,4804
2018-02-23,718,5522
2018-02-24,930,6452
2018-02-25,-1972,4480
2018-02-26,880,5360
2018-02-27,-1073,4287
2018-02-28,389,4676
2018-03-01,2537,7213
2018-03-02,-1340,5873
2018-03-03,-216,5657
2018-03-04,-1594,4063
2018-03-05,2003,6066
2018-03-06,-1280,4786
2018-03-07,-539,4247
2018-03-08,432,4679
2018-03-09,1047,5726
2018-03-10,-1508,4218
2018-03-11,-925,3293
2018-03-12,1471,4764
2018-03-13,89,4853
2018-03-14,-3366,1487
2018-03-15,173,1660
2018-03-16,3324,4984
2018-03-17,506,5490
2018-03-18,-1672,3818
2018-03-19,1247,5065
2018-03-20,94,5159
2018-03-21,-2077,3082
2018-03-22,848,3930
2018-03-23,668,4598
2018-03-24,511,5109
2018-03-25,-1870,3239
2018-03-26,-108,3131
2018-03-27,923,4054
2018-03-28,-298,3756
2018-03-29,1878,5634
2018-03-30,1403,7037
2018-03-31,4319,11356
2018-04-01,-1389,9967
2018-04-02,-4414,5553
2018-04-03,-141,5412
2018-04-04,-485,4927
2018-04-05,1252,6179
2018-04-06,806,6985
2018-04-07,-911,6074
2018-04-08,-1347,4727
2018-04-09,299,5026
2018-04-10,1109,6135
2018-04-11,301,6436
2018-04-12,-195,6241
2018-04-13,2022,8263
2018-04-14,1488,9751
2018-04-15,-786,8965
2018-04-16,61,9026
2018-04-17,187,9213
2018-04-18,632,9845
2018-04-19,-631,9214
2018-04-20,273,9487
2018-04-21,1964,11451
2018-04-22,-1858,9593
2018-04-23,-62,9531
2018-04-24,-311,9220
2018-04-25,877,10097
2018-04-26,-1167,8930
2018-04-27,1847,10777
2018-04-28,2012,12789
2018-04-29,-1578,11211
2018-04-30,-842,10369
2018-05-01,-1254,9115
2018-05-02,-12,9103
2018-05-03,1238,10341
2018-05-04,1451,11792
2018-05-05,3410,15202
2018-05-06,-11577,3625
2018-05-07,11400,15025
2018-05-08,-1557,13468
2018-05-09,2165,15633
2018-05-10,2083,17716
2018-05-11,-612,17104
2018-05-12,-2772,14332
2018-05-13,-5851,8481
2018-05-14,-1052,7429
2018-05-15,605,8034
2018-05-16,-517,7517
2018-05-17,188,7705
2018-05-18,4292,11997
2018-05-19,1232,13229
2018-05-20,-10161,3068
2018-05-21,-1499,1569
2018-05-22,6330,7899
2018-05-23,-3138,4761
2018-05-24,2039,6800
2018-05-25,316,7116
2018-05-26,1758,8874
2018-05-27,-2697,6177
2018-05-28,3201,9378
2018-05-29,-1059,8319
2018-05-30,-845,7474
2018-05-31,1456,8930
2018-06-01,656,9586
2018-06-02,1666,11252
2018-06-03,-3213,8039
2018-06-04,69,8108
2018-06-05,1232,9340
2018-06-06,-726,8614
2018-06-07,461,9075
2018-06-08,2386,11461
2018-06-09,1154,12615
2018-06-10,-4579,8036
2018-06-11,816,8852
2018-06-12,771,9623
2018-06-13,86,9709
2018-06-14,209,9918
2018-06-15,2045,11963
2018-06-16,856,12819
2018-06-17,-3150,9669
2018-06-18,2710,12379
2018-06-19,-1505,10874
2018-06-20,183,11057
2018-06-21,877,11934
2018-06-22,1193,13127
2018-06-23,1538,14665
2018-06-24,-4594,10071
2018-06-25,-23,10048
2018-06-26,1074,11122
2018-06-27,-912,10210
2018-06-28,1287,11497
2018-06-29,1370,12867
2018-06-30,4284,17151
2018-07-01,-5263,11888
2018-07-02,0,11888
2018-07-03,1832,13720
2018-07-04,753,14473
2018-07-05,1077,15550
2018-07-06,3416,18966
2018-07-07,5033,23999
2018-07-08,-6886,17113
2018-07-09,-4493,12620
2018-07-10,5993,18613
2018-07-11,841,19454
2018-07-12,890,20344
2018-07-13,8052,28396
2018-07-14,797,29193
2018-07-15,-5645,23548
2018-07-16,-2205,21343
2018-07-17,46,21389
2018-07-18,744,22133
2018-07-19,-804,21329
2018-07-20,1761,23090
2018-07-21,1435,24525
2018-07-22,-2660,21865
2018-07-23,2314,24179
2018-07-24,-1104,23075
2018-07-25,-54,23021
2018-07-26,-1509,21512
2018-07-27,4221,25733
2018-07-28,-624,25109
2018-07-29,-446,24663
2018-07-30,-1498,23165
2018-07-31,81,23246
2018-08-01,1284,24530
2018-08-02,1917,26447
2018-08-03,2970,29417
2018-08-04,2502,31919
2018-08-05,-1294,30625
2018-08-06,-360,30265
2018-08-07,-621,29644
2018-08-08,104,29748
2018-08-09,-227,29521
2018-08-10,2268,31789
2018-08-11,924,32713
2018-08-12,-1051,31662
2018-08-13,-775,30887
2018-08-14,3150,34037
2018-08-15,-2469,31568
2018-08-16,-2843,28725
2018-08-17,826,29551
2018-08-18,216,29767
2018-08-19,-5844,23923
2018-08-20,-1423,22500
2018-08-21,-1423,21077
2018-08-22,-191,20886
2018-08-23,-552,20334
2018-08-24,-1332,19002
2018-08-25,-3189,15813
2018-08-26,-3427,12386
2018-08-27,-315,12071
2018-08-28,-686,11385
2018-08-30,-757,10628
2018-08-31,1385,12013
2018-09-01,2675,14688
2018-09-02,-3508,11180
2018-09-03,1036,12216
2018-09-04,-3032,9184
2018-09-05,3046,12230
2018-09-06,739,12969
2018-09-07,535,13504
2018-09-08,2423,15927
2018-09-09,-4313,11614
2018-09-10,-1126,10488
2018-09-11,-93,10395
2018-09-12,1023,11418
2018-09-13,-212,11206
2018-09-14,-444,10762
2018-09-15,842,11604
2018-09-16,-2377,9227
2018-09-17,-206,9021
2018-09-18,649,9670
2018-09-19,-801,8869
2018-09-20,341,9210
2018-09-21,1252,10462
2018-09-22,648,11110
2018-09-23,-3032,8078
2018-09-24,486,8564
2018-09-25,406,8970
2018-09-26,-2060,6910
2018-09-27,1283,8193
2018-09-28,541,8734
2018-09-29,873,9607
2018-09-30,-3689,5918
2018-10-01,4,5922
2018-10-02,-116,5806
2018-10-03,246,6052
2018-10-04,206,6258
2018-10-05,711,6969
2018-10-06,1353,8322
2018-10-07,-2838,5484
2018-10-08,441,5925
2018-10-09,317,6242
2018-10-10,592,6834
2018-10-11,-97,6737
2018-10-12,1771,8508
2018-10-13,701,9209
2018-10-14,-2977,6232
2018-10-15,-311,5921
2018-10-16,3749,9670
2018-10-17,-2353,7317
2018-10-18,249,7566
2018-10-19,1777,9343
2018-10-20,1846,11189
2018-10-21,-920,10269
2018-10-22,-655,9614
2018-10-23,198,9812
2018-10-24,762,10574
2018-10-25,443,11017
2018-10-26,1160,12177
2018-10-27,1268,13445
2018-10-28,-1349,12096
2018-10-29,-1637,10459
2018-10-30,-71,10388
2018-10-31,1510,11898
2018-11-01,1936,13834
2018-11-02,953,14787
2018-11-03,-2858,11929
2018-11-04,-6699,5230
2018-11-05,-310,4920
2018-11-06,-480,4440
2018-11-07,-91,4349
2018-11-08,-175,4174
2018-11-09,826,5000
2018-11-10,192,5192
2018-11-11,-1233,3959
2018-11-12,-250,3709
2018-11-13,491,4200
2018-11-14,159,4359
2018-11-15,22,4381
2018-11-16,209,4590
2018-11-17,47,4637
2018-11-18,-1339,3298
2018-11-19,431,3729
2018-11-20,-115,3614
2018-11-21,-58,3556
2018-11-22,-23,3533
2018-11-23,223,3756
2018-11-24,172,3928
2018-11-25,-920,3008
2018-11-26,416,3424
2018-11-27,769,4193
2018-11-28,-753,3440
2018-11-29,-642,2798
2018-11-30,562,3360
2018-12-01,364,3724
2018-12-02,-661,3063
2018-12-04,-552,2511
2018-12-05,330,2841
2018-12-06,-451,2390
2018-12-07,278,2668
2018-12-08,469,3137
2018-12-09,-813,2324
2018-12-10,4,2328
2018-12-11,329,2657
2018-12-12,-501,2156
2018-12-13,566,2722
2018-12-14,107,2829
2018-12-15,585,3414
2018-12-16,-766,2648
2018-12-17,455,3103
2018-12-18,-335,2768
2018-12-19,94,2862
2018-12-20,-168,2694
2018-12-21,2365,5059
2018-12-22,3835,8894
2018-12-23,3025,11919
2018-12-24,1795,13714
2018-12-25,-2262,11452
2018-12-26,-1574,9878
2018-12-27,-340,9538
2018-12-28,-559,8979
2018-12-29,1246,10225
2018-12-30,205,10430
2018-12-31,2204,12634
