date,différence,nuitées
2018-01-01,-25963.5,32670
2018-01-02,-17889,14781
2018-01-03,-1740,13041
2018-01-04,-1716,11325
2018-01-05,-821,10504
2018-01-06,-1479,9025
2018-01-07,-3338,5687
2018-01-08,858,6545
2018-01-09,-484,6061
2018-01-10,-309,5752
2018-01-11,512,6264
2018-01-12,-355,5909
2018-01-13,2022,7931
2018-01-14,-2337,5594
2018-01-15,1249,6843
2018-01-16,305,7148
2018-01-17,-111,7037
2018-01-18,-896,6141
2018-01-19,1622,7763
2018-01-20,906,8669
2018-01-21,-3275,5394
2018-01-22,-1111,4283
2018-01-23,290,4573
2018-01-24,1598,6171
2018-01-25,-75,6096
2018-01-26,600,6696
2018-01-27,2059,8755
2018-01-28,-2420,6335
2018-01-29,-27,6308
2018-01-30,-1358,4950
2018-01-31,659,5609
2018-02-01,-128,5481
2018-02-02,1501,6982
2018-02-03,2793,9775
2018-02-04,-4529,5246
2018-02-05,947,6193
2018-02-06,121,6314
2018-02-07,335,6649
2018-02-08,-487,6162
2018-02-09,1376,7538
2018-02-10,1951,9489
2018-02-11,-2631,6858
2018-02-12,728,7586
2018-02-13,567,8153
2018-02-14,72,8225
2018-02-15,236,8461
2018-02-16,3145,11606
2018-02-17,2537,14143
2018-02-18,-3122,11021
2018-02-19,560,11581
2018-02-20,185,11766
2018-02-21,-1409,10357
2018-02-22,1571,11928
2018-02-23,2867,14795
2018-02-24,932,15727
2018-02-25,-4404,11323
2018-02-26,626,11949
2018-02-27,-1420,10529
2018-02-28,251,10780
2018-03-01,4307,15087
2018-03-02,-2667,12420
2018-03-03,-16,12404
2018-03-04,-4524,7880
2018-03-05,2486,10366
2018-03-06,478,10844
2018-03-07,192,11036
2018-03-08,-962,10074
2018-03-09,1165,11239
2018-03-10,-419,10820
2018-03-11,-1794,9026
2018-03-12,538,9564
2018-03-13,583,10147
2018-03-14,-7372,2775
2018-03-15,663,3438
2018-03-16,7939,11377
2018-03-17,1776,13153
2018-03-18,-4289,8864
2018-03-19,856,9720
2018-03-20,-22,9698
2018-03-21,-374,9324
2018-03-22,547,9871
2018-03-23,1607,11478
2018-03-24,2577,14055
2018-03-25,-2458,11597
2018-03-26,-320,11277
2018-03-27,4,11281
2018-03-28,382,11663
2018-03-29,2063,13726
2018-03-30,8955,22681
2018-03-31,6517,29198
2018-04-01,-1774,27424
2018-04-02,-12731,14693
2018-04-03,749,15442
2018-04-04,-1109,14333
2018-04-05,-1313,13020
2018-04-06,1605,14625
2018-04-07,2892,17517
2018-04-08,-4394,13123
2018-04-09,-435,12688
2018-04-10,1428,14116
2018-04-11,-1620,12496
2018-04-12,2207,14703
2018-04-13,4047,18750
2018-04-14,3361,22111
2018-04-15,-5219,16892
2018-04-16,2422,19314
2018-04-17,1323,20637
2018-04-18,-862,19775
2018-04-19,492,20267
2018-04-20,2972,23239
2018-04-21,4538,27777
2018-04-22,-7015,20762
2018-04-23,1169,21931
2018-04-24,-5094,16837
2018-04-25,941,17778
2018-04-26,485,18263
2018-04-27,870,19133
2018-04-28,4067,23200
2018-04-29,-3224,19976
2018-04-30,4422,24398
2018-05-01,-5317,19081
2018-05-02,2481,21562
2018-05-03,560,22122
2018-05-04,6161,28283
2018-05-05,8296,36579
2018-05-06,-26393,10186
2018-05-07,21059,31245
2018-05-08,-158,31087
2018-05-09,1719,32806
2018-05-10,1880,34686
2018-05-11,-1581,33105
2018-05-12,-4519,28586
2018-05-13,-12153,16433
2018-05-14,367,16800
2018-05-15,1595,18395
2018-05-16,-5,18390
2018-05-17,-789,17601
2018-05-18,6160,23761
2018-05-19,1756,25517
2018-05-20,-18731,6786
2018-05-21,-3477,3309
2018-05-22,14988,18297
2018-05-23,527,18824
2018-05-24,-3911,14913
2018-05-25,-5846,9067
2018-05-26,1077,10144
2018-05-27,-2191,7953
2018-05-28,10253,18206
2018-05-29,-211,17995
2018-05-30,-66,17929
2018-05-31,-2444,15485
2018-06-01,4464,19949
2018-06-02,3227,23176
2018-06-03,-4343,18833
2018-06-04,-854,17979
2018-06-05,-140,17839
2018-06-06,363,18202
2018-06-07,-181,18021
2018-06-08,3000,21021
2018-06-09,6398,27419
2018-06-10,-8436,18983
2018-06-11,-469,18514
2018-06-12,213,18727
2018-06-13,-1146,17581
2018-06-14,901,18482
2018-06-15,2371,20853
2018-06-16,1830,22683
2018-06-17,-2211,20472
2018-06-18,878,21350
2018-06-19,350,21700
2018-06-20,961,22661
2018-06-21,5,22666
2018-06-22,3565,26231
2018-06-23,5144,31375
2018-06-24,-8119,23256
2018-06-25,1229,24485
2018-06-26,-583,23902
2018-06-27,-237,23665
2018-06-28,1064,24729
2018-06-29,7043,31772
2018-06-30,11913,43685
2018-07-01,-15920,27765
2018-07-02,697,28462
2018-07-03,905,29367
2018-07-04,783,30150
2018-07-05,-141,30009
2018-07-06,4677,34686
2018-07-07,10567,45253
2018-07-08,-6514,38739
2018-07-09,-947,37792
2018-07-10,23,37815
2018-07-11,573,38388
2018-07-12,3702,42090
2018-07-13,8876,50966
2018-07-14,11286,62252
2018-07-15,-12014,50238
2018-07-16,-903,49335
2018-07-17,-182,49153
2018-07-18,767,49920
2018-07-19,789,50709
2018-07-20,4687,55396
2018-07-21,7550,62946
2018-07-22,-9580,53366
2018-07-23,3792,57158
2018-07-24,696,57854
2018-07-25,328,58182
2018-07-26,-1838,56344
2018-07-27,7192,63536
2018-07-28,6653,70189
2018-07-29,-10031,60158
2018-07-30,-2562,57596
2018-07-31,1230,58826
2018-08-01,1019,59845
2018-08-02,2547,62392
2018-08-03,2762,65154
2018-08-04,8304,73458
2018-08-05,-3412,70046
2018-08-06,-18964,51082
2018-08-07,16487,67569
2018-08-08,-1050,66519
