date,différence,nuitées
2018-01-01,-19348.0,25691
2018-01-02,-12840,12851
2018-01-03,176,13027
2018-01-04,-2582,10445
2018-01-05,-1161,9284
2018-01-06,-1112,8172
2018-01-07,-1505,6667
2018-01-08,-918,5749
2018-01-09,589,6338
2018-01-10,350,6688
2018-01-11,-717,5971
2018-01-12,496,6467
2018-01-13,674,7141
2018-01-14,-1300,5841
2018-01-15,1906,7747
2018-01-16,-220,7527
2018-01-17,-1216,6311
2018-01-18,396,6707
2018-01-19,-336,6371
2018-01-20,1348,7719
2018-01-21,-1436,6283
2018-01-22,-1507,4776
2018-01-23,467,5243
2018-01-24,1468,6711
2018-01-25,-846,5865
2018-01-26,581,6446
2018-01-27,208,6654
2018-01-28,-60,6594
2018-01-29,-217,6377
2018-01-30,-853,5524
2018-01-31,1511,7035
2018-02-01,-677,6358
2018-02-02,670,7028
2018-02-03,743,7771
2018-02-04,-1580,6191
2018-02-05,23,6214
2018-02-06,194,6408
2018-02-07,483,6891
2018-02-08,-1113,5778
2018-02-09,1542,7320
2018-02-10,1177,8497
2018-02-11,-1819,6678
2018-02-12,-134,6544
2018-02-13,347,6891
2018-02-14,-19,6872
2018-02-15,1219,8091
2018-02-16,505,8596
2018-02-17,626,9222
2018-02-18,-1508,7714
2018-02-19,852,8566
2018-02-20,299,8865
2018-02-21,-693,8172
2018-02-22,697,8869
2018-02-23,856,9725
2018-02-24,634,10359
2018-02-25,-1600,8759
2018-02-26,137,8896
2018-02-27,-350,8546
2018-02-28,-524,8022
2018-03-01,4403,12425
2018-03-02,-2833,9592
2018-03-03,1057,10649
2018-03-04,-3720,6929
2018-03-05,4992,11921
2018-03-06,-1130,10791
2018-03-07,-1735,9056
2018-03-08,432,9488
2018-03-09,920,10408
2018-03-10,1139,11547
2018-03-11,-2758,8789
2018-03-12,589,9378
2018-03-13,-655,8723
2018-03-14,-7045,1678
2018-03-15,1384,3062
2018-03-16,6924,9986
2018-03-17,1139,11125
2018-03-18,-1935,9190
2018-03-19,842,10032
2018-03-20,14,10046
2018-03-21,-553,9493
2018-03-22,-399,9094
2018-03-23,2857,11951
2018-03-24,-591,11360
2018-03-25,-1507,9853
2018-03-26,1022,10875
2018-03-27,80,10955
2018-03-28,-129,10826
2018-03-29,2222,13048
2018-03-30,1943,14991
2018-03-31,3842,18833
2018-04-01,-303,18530
2018-04-02,-6709,11821
2018-04-03,-595,11226
2018-04-04,98,11324
2018-04-05,625,11949
2018-04-06,-386,11563
2018-04-07,2209,13772
2018-04-08,-2991,10781
2018-04-09,-2024,8757
2018-04-10,2140,10897
2018-04-11,137,11034
2018-04-12,235,11269
2018-04-13,2596,13865
2018-04-14,1682,15547
2018-04-15,-3385,12162
2018-04-16,1192,13354
2018-04-17,2446,15800
2018-04-18,-1242,14558
2018-04-19,162,14720
2018-04-20,1004,15724
2018-04-21,1760,17484
2018-04-22,-4869,12615
2018-04-23,954,13569
2018-04-24,-2774,10795
2018-04-25,-413,10382
2018-04-26,1066,11448
2018-04-27,1122,12570
2018-04-28,1813,14383
2018-04-29,-2264,12119
2018-04-30,2750,14869
2018-05-01,-1304,13565
2018-05-02,1234,14799
2018-05-03,1747,16546
2018-05-04,2186,18732
2018-05-05,1159,19891
2018-05-06,-14762,5129
2018-05-07,12785,17914
2018-05-08,960,18874
2018-05-09,-342,18532
2018-05-10,1426,19958
2018-05-11,5150,25108
2018-05-12,-304,24804
2018-05-13,-11231,13573
2018-05-14,-1062,12511
2018-05-15,846,13357
2018-05-16,-756,12601
2018-05-17,1235,13836
2018-05-18,7451,21287
2018-05-19,-1083,20204
2018-05-20,-13639,6565
2018-05-21,-3781,2784
2018-05-22,11256,14040
2018-05-23,1092,15132
2018-05-24,-2925,12207
2018-05-25,-5634,6573
2018-05-26,1865,8438
2018-05-27,-2877,5561
2018-05-28,11117,16678
2018-05-29,-2289,14389
2018-05-30,237,14626
2018-05-31,-625,14001
2018-06-01,1995,15996
2018-06-02,35,16031
2018-06-03,-2727,13304
2018-06-04,638,13942
2018-06-05,-43,13899
2018-06-06,928,14827
2018-06-07,26,14853
2018-06-08,721,15574
2018-06-09,4074,19648
2018-06-10,-4889,14759
2018-06-11,-702,14057
2018-06-12,542,14599
2018-06-13,-1635,12964
2018-06-14,523,13487
2018-06-15,1945,15432
2018-06-16,1808,17240
2018-06-17,-1722,15518
2018-06-18,-21,15497
2018-06-19,252,15749
2018-06-20,892,16641
2018-06-21,251,16892
2018-06-22,1498,18390
2018-06-23,2773,21163
2018-06-24,-5553,15610
2018-06-25,-788,14822
2018-06-26,1980,16802
2018-06-27,-829,15973
2018-06-28,1953,17926
2018-06-29,6367,24293
2018-06-30,11342,35635
2018-07-01,-8532,27103
2018-07-02,-3863,23240
2018-07-03,5037,28277
2018-07-04,141,28418
2018-07-05,-88,28330
2018-07-06,4296,32626
2018-07-07,9169,41795
2018-07-08,-10313,31482
2018-07-09,-77,31405
2018-07-10,-2791,28614
2018-07-11,1456,30070
2018-07-12,3136,33206
2018-07-13,8124,41330
2018-07-14,10318,51648
2018-07-15,-9526,42122
2018-07-16,-3745,38377
2018-07-17,-8145,30232
2018-07-18,-1556,28676
2018-07-19,1230,29906
2018-07-20,1231,31137
2018-07-21,4199,35336
2018-07-22,-5442,29894
2018-07-23,1543,31437
2018-07-24,862,32299
2018-07-25,2812,35111
2018-07-26,2820,37931
2018-07-27,12547,50478
2018-07-28,4760,55238
2018-07-29,-16238,39000
2018-07-30,-4745,34255
2018-07-31,861,35116
2018-08-01,1166,36282
2018-08-02,114,36396
2018-08-03,4388,40784
2018-08-04,3722,44506
2018-08-05,-2342,42164
2018-08-06,-11870,30294
2018-08-07,7159,37453
2018-08-08,806,38259
2018-08-09,-1306,36953
2018-08-10,1986,38939
2018-08-11,1862,40801
2018-08-12,-1536,39265
2018-08-13,219,39484
2018-08-14,-937,38547
2018-08-15,-2552,35995
2018-08-16,497,36492
2018-08-17,421,36913
2018-08-18,-521,36392
2018-08-19,-4226,32166
2018-08-20,-549,31617
2018-08-21,-605,31012
2018-08-22,-83,30929
2018-08-23,-1757,29172
2018-08-24,-1454,27718
2018-08-25,-427,27291
2018-08-26,-4270,23021
2018-08-27,-2013,21008
2018-08-28,-248,20760
2018-08-30,-2426,18334
2018-08-31,48,18382
2018-09-01,4570,22952
2018-09-02,-6004,16948
2018-09-03,179,17127
2018-09-04,-3428,13699
2018-09-05,615,14314
2018-09-06,3194,17508
2018-09-07,2694,20202
2018-09-08,337,20539
2018-09-09,-7151,13388
2018-09-10,499,13887
2018-09-11,1174,15061
2018-09-12,982,16043
2018-09-13,777,16820
2018-09-14,1072,17892
2018-09-15,435,18327
2018-09-16,-3626,14701
2018-09-17,-537,14164
2018-09-18,-442,13722
2018-09-19,-906,12816
2018-09-20,479,13295
2018-09-21,1540,14835
2018-09-22,1048,15883
2018-09-23,-2176,13707
2018-09-24,-523,13184
2018-09-25,-895,12289
2018-09-26,106,12395
2018-09-27,419,12814
2018-09-28,461,13275
2018-09-29,2212,15487
2018-09-30,-2757,12730
2018-10-01,-871,11859
2018-10-02,-366,11493
2018-10-03,-40,11453
2018-10-04,148,11601
2018-10-05,3898,15499
2018-10-06,-292,15207
2018-10-07,-3079,12128
2018-10-08,-1031,11097
2018-10-09,420,11517
2018-10-10,10,11527
2018-10-11,761,12288
2018-10-12,1365,13653
2018-10-13,797,14450
2018-10-14,-1782,12668
2018-10-15,-239,12429
2018-10-16,-480,11949
2018-10-17,-315,11634
2018-10-18,-291,11343
2018-10-19,1634,12977
2018-10-20,2963,15940
2018-10-21,-847,15093
2018-10-22,423,15516
2018-10-23,302,15818
2018-10-24,45,15863
2018-10-25,146,16009
2018-10-26,1267,17276
2018-10-27,-373,16903
2018-10-28,-8736,8167
2018-10-29,7464,15631
2018-10-30,-1723,13908
2018-10-31,1913,15821
2018-11-01,1359,17180
2018-11-02,-295,16885
2018-11-03,-3305,13580
2018-11-04,-6235,7345
2018-11-05,2476,9821
2018-11-06,104,9925
2018-11-07,-59,9866
2018-11-08,-128,9738
2018-11-09,1468,11206
2018-11-10,481,11687
2018-11-11,-2287,9400
2018-11-12,-235,9165
2018-11-13,-454,8711
2018-11-14,122,8833
2018-11-15,-497,8336
2018-11-16,1529,9865
2018-11-17,391,10256
2018-11-18,-4283,5973
2018-11-19,1193,7166
2018-11-20,1063,8229
2018-11-21,-505,7724
2018-11-22,-439,7285
2018-11-23,2148,9433
2018-11-24,26,9459
2018-11-25,-1673,7786
2018-11-26,-169,7617
2018-11-27,-28,7589
2018-11-28,-193,7396
2018-11-29,103,7499
2018-11-30,247,7746
2018-12-01,489,8235
2018-12-02,-1707,6528
2018-12-04,-116,6412
2018-12-05,-86,6326
2018-12-06,-17,6309
2018-12-07,1207,7516
2018-12-08,1224,8740
2018-12-09,-2219,6521
2018-12-10,381,6902
2018-12-11,-418,6484
2018-12-12,450,6934
2018-12-13,-475,6459
2018-12-14,269,6728
2018-12-15,880,7608
2018-12-16,-980,6628
2018-12-17,204,6832
2018-12-18,68,6900
2018-12-19,15,6915
2018-12-20,1314,8229
2018-12-21,2238,10467
2018-12-22,5892,16359
2018-12-23,5502,21861
2018-12-24,5605,27466
2018-12-25,-3692,23774
2018-12-26,-3047,20727
2018-12-27,-2386,18341
2018-12-28,-918,17423
2018-12-29,858,18281
2018-12-30,-1430,16851
2018-12-31,5311,22162
